epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
158,529.25,1.38108,0.85587,1.19307,0.41995,0.31096,0.32674,0.13511,2.14372,1.45076,1.75924,0.000764281,0.000764281,0.000764281
159,532.424,1.39881,0.86189,1.19311,0.40593,0.39526,0.33423,0.13298,2.1688,1.4847,1.78789,0.000761188,0.000761188,0.000761188
160,535.852,1.40605,0.86762,1.1928,0.40453,0.32023,0.32262,0.1273,2.16965,1.50494,1.78173,0.000758094,0.000758094,0.000758094
161,539.028,1.38968,0.85699,1.18169,0.36523,0.38659,0.32438,0.12548,2.19541,1.4699,1.82846,0.000755,0.000755,0.000755
162,542.418,1.35556,0.82454,1.1825,0.41744,0.36065,0.31692,0.12267,2.19078,1.49282,1.83668,0.000751906,0.000751906,0.000751906
163,545.79,1.37332,0.84619,1.18066,0.44841,0.31176,0.32011,0.12514,2.21469,1.56892,1.8158,0.000748813,0.000748813,0.000748813
164,549.059,1.35042,0.83249,1.17611,0.29063,0.41957,0.32122,0.12689,2.20356,1.48888,1.80544,0.000745719,0.000745719,0.000745719
165,552.406,1.33438,0.8378,1.19346,0.30422,0.35565,0.29929,0.1164,2.20239,1.52327,1.81403,0.000742625,0.000742625,0.000742625
166,555.571,1.3498,0.82834,1.17943,0.46688,0.34491,0.32917,0.12342,2.21785,1.52354,1.78756,0.000739531,0.000739531,0.000739531
167,559.014,1.34606,0.83635,1.1707,0.34202,0.42457,0.32818,0.12538,2.21979,1.46996,1.81323,0.000736438,0.000736438,0.000736438
168,562.316,1.35038,0.82561,1.17099,0.4268,0.32742,0.32466,0.12384,2.20926,1.48142,1.80461,0.000733344,0.000733344,0.000733344
169,565.446,1.3155,0.79932,1.15895,0.30352,0.4241,0.32747,0.12282,2.25321,1.51668,1.84282,0.00073025,0.00073025,0.00073025
170,568.858,1.33182,0.8113,1.17228,0.48897,0.34034,0.33655,0.13262,2.14952,1.44813,1.76,0.000727156,0.000727156,0.000727156
171,572.054,1.34762,0.83743,1.19699,0.49931,0.35546,0.35048,0.13312,2.16071,1.42429,1.7749,0.000724062,0.000724062,0.000724062
172,575.464,1.35421,0.83338,1.179,0.37019,0.42251,0.33043,0.13587,2.24427,1.49277,1.85531,0.000720969,0.000720969,0.000720969
173,578.913,1.3596,0.81936,1.17398,0.42392,0.37623,0.32838,0.13228,2.2268,1.49721,1.82802,0.000717875,0.000717875,0.000717875
174,582.165,1.32513,0.82421,1.16672,0.53102,0.30063,0.33952,0.14168,2.22132,1.49187,1.82395,0.000714781,0.000714781,0.000714781
175,585.237,1.34179,0.83069,1.1712,0.44226,0.29545,0.32436,0.1316,2.2049,1.54909,1.81301,0.000711687,0.000711687,0.000711687
176,588.716,1.31534,0.81201,1.15529,0.4828,0.29384,0.32462,0.13345,2.19677,1.52705,1.79867,0.000708594,0.000708594,0.000708594
177,591.94,1.30658,0.79283,1.15801,0.48654,0.35308,0.33525,0.13377,2.20506,1.48115,1.80669,0.0007055,0.0007055,0.0007055
178,595.207,1.3162,0.79207,1.15501,0.66006,0.28754,0.32156,0.12651,2.25515,1.52946,1.8345,0.000702406,0.000702406,0.000702406
179,598.556,1.32472,0.8046,1.16375,0.3622,0.38065,0.3322,0.12422,2.27782,1.51724,1.85062,0.000699312,0.000699312,0.000699312
180,601.983,1.28712,0.78621,1.13504,0.40393,0.29275,0.32083,0.1269,2.22355,1.59364,1.81971,0.000696219,0.000696219,0.000696219
181,605.155,1.28986,0.78899,1.15555,0.33963,0.39671,0.3382,0.13416,2.23533,1.5448,1.83225,0.000693125,0.000693125,0.000693125
182,608.652,1.29854,0.78883,1.14282,0.3887,0.36523,0.33544,0.12873,2.23587,1.48191,1.82741,0.000690031,0.000690031,0.000690031
