epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,305.62,1.65106,1.17758,1.36223,0.38495,0.32654,0.31392,0.12369,2.08506,1.62515,1.66293,0.000987031,0.000987031,0.000987031
87,309.115,1.65816,1.1676,1.35913,0.416,0.29256,0.28875,0.10881,2.10184,1.70738,1.71332,0.000983938,0.000983938,0.000983938
88,312.606,1.64219,1.14432,1.33939,0.37368,0.36917,0.3203,0.12954,2.04351,1.55632,1.67518,0.000980844,0.000980844,0.000980844
89,315.938,1.63095,1.15177,1.37058,0.51092,0.32635,0.33046,0.13305,2.05819,1.56577,1.68024,0.00097775,0.00097775,0.00097775
90,319.793,1.66598,1.14754,1.34025,0.3599,0.48254,0.33852,0.13505,2.06444,1.60252,1.70411,0.000974656,0.000974656,0.000974656
91,323.206,1.64995,1.10947,1.35101,0.38286,0.4197,0.33003,0.13188,2.11188,1.68916,1.74654,0.000971562,0.000971562,0.000971562
92,326.574,1.63055,1.11558,1.33104,0.40603,0.40914,0.36454,0.14193,2.08174,1.66094,1.7177,0.000968469,0.000968469,0.000968469
93,330.03,1.66311,1.13738,1.35099,0.32788,0.29217,0.26669,0.11237,2.19272,1.82874,1.80676,0.000965375,0.000965375,0.000965375
94,333.428,1.64848,1.124,1.35039,0.37891,0.3497,0.31166,0.13055,2.07981,1.57742,1.72187,0.000962281,0.000962281,0.000962281
95,336.872,1.63764,1.14686,1.3723,0.37991,0.34681,0.30224,0.11928,2.1276,1.6736,1.75284,0.000959187,0.000959187,0.000959187
96,340.299,1.60626,1.1114,1.3472,0.36718,0.37857,0.31737,0.12162,2.08421,1.5715,1.70862,0.000956094,0.000956094,0.000956094
97,343.708,1.67553,1.13552,1.33973,0.38268,0.35095,0.3118,0.11482,2.17038,1.63637,1.76431,0.000953,0.000953,0.000953
98,347.176,1.64462,1.14732,1.35242,0.43551,0.30379,0.32511,0.1253,2.10343,1.69479,1.72323,0.000949906,0.000949906,0.000949906
99,350.634,1.63427,1.11329,1.34324,0.45111,0.32912,0.32348,0.13656,2.09442,1.66658,1.68717,0.000946812,0.000946812,0.000946812
100,353.966,1.58813,1.08904,1.34938,0.40952,0.39691,0.35186,0.14605,2.12028,1.56726,1.73082,0.000943719,0.000943719,0.000943719
101,357.737,1.61837,1.09856,1.34064,0.47246,0.36593,0.35456,0.14532,2.07113,1.53248,1.67864,0.000940625,0.000940625,0.000940625
102,361.256,1.63038,1.07971,1.31212,0.47634,0.32167,0.32572,0.12972,2.14151,1.60576,1.74185,0.000937531,0.000937531,0.000937531
103,364.77,1.59796,1.10852,1.32863,0.44957,0.31081,0.36582,0.15001,2.10757,1.5908,1.74555,0.000934438,0.000934438,0.000934438
104,368.256,1.56956,1.08271,1.31805,0.39846,0.36154,0.33651,0.13305,2.07257,1.63505,1.69938,0.000931344,0.000931344,0.000931344
105,371.647,1.60464,1.07405,1.32322,0.4048,0.31336,0.30035,0.1175,2.14795,1.65183,1.7403,0.00092825,0.00092825,0.00092825
106,374.994,1.55029,1.06264,1.32467,0.3925,0.31407,0.30037,0.12392,2.16644,1.67217,1.75453,0.000925156,0.000925156,0.000925156
107,378.491,1.57723,1.05447,1.3021,0.42975,0.33595,0.33935,0.14403,2.14885,1.60608,1.73211,0.000922063,0.000922063,0.000922063
108,381.965,1.56706,1.04924,1.30033,0.54148,0.30403,0.33891,0.13958,2.09508,1.52,1.72047,0.000918969,0.000918969,0.000918969
109,385.399,1.60887,1.07503,1.33104,0.45373,0.30044,0.30573,0.12197,2.10622,1.59605,1.74083,0.000915875,0.000915875,0.000915875
110,388.73,1.56494,1.06131,1.3103,0.42421,0.27677,0.30126,0.12062,2.20296,1.60909,1.78221,0.000912781,0.000912781,0.000912781
111,392.241,1.56998,1.05192,1.31226,0.50169,0.33327,0.34578,0.14146,2.17615,1.65721,1.73918,0.000909688,0.000909688,0.000909688
112,395.823,1.57363,1.05143,1.31138,0.43798,0.30551,0.31793,0.12695,2.21481,1.68729,1.78197,0.000906594,0.000906594,0.000906594
