epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
137,488.225,1.45313,0.94104,1.2202,0.48831,0.34094,0.32878,0.11817,2.18684,1.63133,1.75286,0.00082925,0.00082925,0.00082925
138,491.517,1.474,0.93255,1.22674,0.36986,0.33048,0.30492,0.11302,2.19869,1.57104,1.7656,0.000826156,0.000826156,0.000826156
139,495.114,1.49734,0.94761,1.23477,0.43627,0.31835,0.31943,0.11442,2.22358,1.62995,1.78161,0.000823063,0.000823063,0.000823063
140,498.545,1.46796,0.93255,1.22621,0.35713,0.35544,0.29616,0.1098,2.23572,1.6965,1.80247,0.000819969,0.000819969,0.000819969
141,501.845,1.45902,0.92829,1.22441,0.32232,0.40457,0.30379,0.11595,2.20413,1.69528,1.79716,0.000816875,0.000816875,0.000816875
142,505.37,1.47876,0.94888,1.23222,0.31301,0.29436,0.27378,0.10769,2.2549,1.6313,1.82827,0.000813781,0.000813781,0.000813781
143,509.089,1.50638,0.95792,1.25995,0.37356,0.35652,0.29828,0.11882,2.18795,1.54122,1.76458,0.000810688,0.000810688,0.000810688
144,512.391,1.47382,0.93511,1.2337,0.44525,0.3775,0.31569,0.12376,2.28427,1.62006,1.85562,0.000807594,0.000807594,0.000807594
145,516.041,1.47239,0.94127,1.23663,0.48391,0.4093,0.3658,0.14165,2.19956,1.61475,1.80498,0.0008045,0.0008045,0.0008045
146,519.498,1.4671,0.92169,1.21587,0.45528,0.40438,0.38201,0.13808,2.24398,1.59491,1.8362,0.000801406,0.000801406,0.000801406
147,522.987,1.46148,0.90577,1.20521,0.37984,0.33757,0.30107,0.11535,2.26154,1.63132,1.83302,0.000798313,0.000798313,0.000798313
148,526.492,1.47666,0.92146,1.22183,0.35023,0.27646,0.26453,0.09645,2.32972,1.83626,1.87802,0.000795219,0.000795219,0.000795219
149,530.039,1.44257,0.90567,1.21287,0.38267,0.26287,0.28205,0.10142,2.24144,1.71201,1.8551,0.000792125,0.000792125,0.000792125
150,533.477,1.45364,0.88958,1.2204,0.43605,0.36518,0.32595,0.1199,2.21058,1.59897,1.82652,0.000789031,0.000789031,0.000789031
151,536.912,1.43573,0.9026,1.22444,0.44619,0.33279,0.31765,0.11561,2.22007,1.57429,1.80024,0.000785938,0.000785938,0.000785938
152,540.387,1.43891,0.91148,1.21754,0.53924,0.30824,0.33607,0.12017,2.16801,1.51064,1.78461,0.000782844,0.000782844,0.000782844
153,544.047,1.40014,0.88322,1.20177,0.37826,0.37346,0.3217,0.11589,2.2092,1.56504,1.79694,0.00077975,0.00077975,0.00077975
154,547.489,1.39442,0.87125,1.19618,0.36922,0.29348,0.28122,0.11272,2.18493,1.66818,1.78028,0.000776656,0.000776656,0.000776656
