epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,326.605,1.67348,1.1706,1.36029,0.43769,0.2393,0.23231,0.09157,2.13423,1.893,1.74728,0.000983938,0.000983938,0.000983938
88,330.275,1.65336,1.15795,1.34384,0.37291,0.37484,0.33465,0.13349,2.11892,1.56447,1.71195,0.000980844,0.000980844,0.000980844
89,333.972,1.64149,1.17594,1.37044,0.42223,0.36581,0.33609,0.13315,2.15366,1.70098,1.74022,0.00097775,0.00097775,0.00097775
90,337.742,1.66589,1.16432,1.33853,0.58918,0.29124,0.34093,0.13183,2.11285,1.5485,1.72605,0.000974656,0.000974656,0.000974656
91,341.407,1.65233,1.13013,1.34781,0.33238,0.37336,0.31503,0.11521,2.21655,1.74676,1.79911,0.000971562,0.000971562,0.000971562
92,345.167,1.62692,1.13309,1.33014,0.39847,0.27468,0.28456,0.10775,2.17273,1.69191,1.73191,0.000968469,0.000968469,0.000968469
93,348.809,1.66688,1.1441,1.34545,0.34743,0.28972,0.2409,0.10125,2.21627,1.81475,1.77686,0.000965375,0.000965375,0.000965375
94,352.419,1.652,1.12887,1.33921,0.44429,0.32948,0.30884,0.1237,2.11035,1.57734,1.72462,0.000962281,0.000962281,0.000962281
95,356.124,1.62713,1.14164,1.35263,0.37409,0.36523,0.30576,0.12211,2.12178,1.63357,1.7133,0.000959187,0.000959187,0.000959187
96,359.616,1.61295,1.09737,1.34065,0.4004,0.34559,0.30718,0.12486,2.15206,1.60583,1.73101,0.000956094,0.000956094,0.000956094
97,363.376,1.66707,1.14406,1.33321,0.344,0.39257,0.30286,0.11698,2.16875,1.6463,1.76239,0.000953,0.000953,0.000953
98,367.115,1.63193,1.15268,1.34415,0.38767,0.34962,0.33851,0.1364,2.16327,1.62511,1.78488,0.000949906,0.000949906,0.000949906
99,370.684,1.616,1.11074,1.32731,0.53971,0.29162,0.31132,0.1344,2.18093,1.6574,1.77905,0.000946812,0.000946812,0.000946812
100,374.275,1.57769,1.08995,1.32789,0.59808,0.28048,0.31892,0.12349,2.18727,1.72827,1.75335,0.000943719,0.000943719,0.000943719
101,377.77,1.62715,1.11295,1.33549,0.44933,0.30944,0.32253,0.12925,2.1274,1.63424,1.71389,0.000940625,0.000940625,0.000940625
102,381.623,1.65806,1.11327,1.31579,0.35823,0.34755,0.30663,0.12472,2.1331,1.62596,1.7214,0.000937531,0.000937531,0.000937531
103,385.161,1.6119,1.12165,1.32662,0.43675,0.27714,0.27931,0.112,2.18386,1.68573,1.78669,0.000934438,0.000934438,0.000934438
104,388.965,1.58111,1.10573,1.32292,0.32839,0.3411,0.29798,0.12132,2.11106,1.60097,1.73537,0.000931344,0.000931344,0.000931344
105,392.578,1.6207,1.10298,1.32303,0.39583,0.28559,0.27192,0.10764,2.15494,1.59215,1.77314,0.00092825,0.00092825,0.00092825
106,396.271,1.5525,1.07641,1.31313,0.51216,0.27696,0.30034,0.11651,2.12434,1.55563,1.73514,0.000925156,0.000925156,0.000925156
107,399.975,1.59623,1.06923,1.30824,0.47787,0.33167,0.33156,0.12269,2.1812,1.59416,1.77185,0.000922063,0.000922063,0.000922063
